Texas,33,www.nytimes.com/elections/2016/results/texas-house-district-33-veasey-mitchell
California,30,www.nytimes.com/elections/2016/results/california-house-district-30-sherman-reed
New York,21,www.nytimes.com/elections/2016/results/new-york-house-district-21-stefanik-derrick
Hawaii,2,www.nytimes.com/elections/2016/results/hawaii-house-district-2-gabbard-kaaihue
New York,6,www.nytimes.com/elections/2016/results/new-york-house-district-6-meng-maio
Illinois,14,www.nytimes.com/elections/2016/results/illinois-house-district-14-hultgren-walz
Virginia,9,www.nytimes.com/elections/2016/results/virginia-house-district-9-griffith-kitts
Nevada,2,www.nytimes.com/elections/2016/results/nevada-house-district-2-amodei-evans
Oklahoma,3,www.nytimes.com/elections/2016/results/oklahoma-house-district-3-lucas-robbins
Colorado,4,www.nytimes.com/elections/2016/results/colorado-house-district-4-buck-seay
Wisconsin,1,www.nytimes.com/elections/2016/results/wisconsin-house-district-1-ryan-solen
Indiana,1,www.nytimes.com/elections/2016/results/indiana-house-district-1
Utah,2,www.nytimes.com/elections/2016/results/utah-house-district-2-stewart-albarran
