fips,county_name,dem_vote_count,rep_vote_count
34005,"Burlington County, New Jersey",109538.0,73733.0
34007,"Camden County, New Jersey",118898.0,53074.0
34009,"Cape May County, New Jersey",21278.0,18762.0
34011,"Cumberland County, New Jersey",23490.0,15618.0
12065,"Jefferson County, Florida",3719.0000000000005,3568.0
34015,"Gloucester County, New Jersey",58723.0,47661.0
34017,"Hudson County, New Jersey",107907.00000000001,26378.0
13135,"Gwinnett County, Georgia",175023.0,135943.0
34019,"Hunterdon County, New Jersey",27594.0,33512.0
34021,"Mercer County, New Jersey",84189.0,38602.0
45017,"Calhoun County, South Carolina",2998.0,2880.0
34023,"Middlesex County, New Jersey",155747.0,85051.0
34025,"Monmouth County, New Jersey",123891.00000000001,127263.0
34027,"Morris County, New Jersey",96989.0,87027.0
6043,"Mariposa County, California",2805.0,3917.0
34029,"Ocean County, New Jersey",77990.0,137800.0
34031,"Passaic County, New Jersey",81114.0,43302.0
34033,"Salem County, New Jersey",10841.0,11962.0
34035,"Somerset County, New Jersey",74411.0,54557.0
34037,"Sussex County, New Jersey",26462.0,32581.0
34039,"Union County, New Jersey",117178.0,51665.0
34041,"Warren County, New Jersey",15784.000000000002,20620.0
48127,"Dimmit County, Texas",2020.0,787.0000000000001
39051,"Fulton County, Ohio",4659.0,11045.0
13137,"Habersham County, Georgia",2471.0,12788.0
37083,"Halifax County, North Carolina",10751.0,6554.0
36051,"Livingston County, New York",11433.0,11982.0
6045,"Mendocino County, California",10678.0,4769.0
22067,"Morehouse Parish, Louisiana",3030.0,4759.0
37143,"Perquimans County, North Carolina",1538.0713787743719,3354.3515172369403
37091,"Hertford County, North Carolina",5485.0,2292.0
27051,"Grant County, Minnesota",1820.0,1314.0
37095,"Hyde County, North Carolina",930.2089427534473,1120.948317820153
33005,"Cheshire County, New Hampshire",19784.0,11830.0
26001,"Alcona County, Michigan",1727.0000000000002,3721.0
26003,"Alger County, Michigan",1915.0000000000002,2211.0
